,segment,ring,x,y,path,block_id,City,Month,AvgTemperature
1645,7,3,1.81467545083538,3.45209400337468,18,81,Bordeaux,3,11.172043010752688
1646,7,3,1.8730330040135,3.4207816893038,19,81,Bordeaux,3,11.172043010752688
1647,7,3,1.93085043591941,3.38848293401484,20,81,Bordeaux,3,11.172043010752688
1648,7,3,1.98811107390248,3.35520705140925,21,81,Bordeaux,3,11.172043010752688
1649,7,3,2.0447984058732,3.32096363715991,22,81,Bordeaux,3,11.172043010752688
1650,7,4,2.0447984058732,3.32096363715991,1,118,Bordeaux,4,12.461685823754788
1651,7,4,1.98811107390248,3.35520705140925,2,118,Bordeaux,4,12.461685823754788
1652,7,4,1.93085043591941,3.38848293401484,3,118,Bordeaux,4,12.461685823754788
1653,7,4,1.8730330040135,3.4207816893038,4,118,Bordeaux,4,12.461685823754788
1654,7,4,1.81467545083538,3.45209400337468,5,118,Bordeaux,4,12.461685823754788
1655,7,4,1.75579460478893,3.48241084678332,6,118,Bordeaux,4,12.461685823754788
1656,7,4,1.69640744517851,3.51172347714665,7,118,Bordeaux,4,12.461685823754788
1657,7,4,1.63653109731272,3.54002344166369,8,118,Bordeaux,4,12.461685823754788
1658,7,4,1.57618282756601,3.56730257955307,9,118,Bordeaux,4,12.461685823754788
1659,7,4,1.5153800383996,3.59355302440635,10,118,Bordeaux,4,12.461685823754788
1660,7,4,1.4541402633432,3.61876720645639,11,118,Bordeaux,4,12.461685823754788
1661,7,4,1.5659972066773,3.89713391464534,12,118,Bordeaux,4,12.461685823754788
1662,7,4,1.63194773366111,3.86998018012992,13,118,Bordeaux,4,12.461685823754788
1663,7,4,1.69742766045571,3.84171047028793,14,118,Bordeaux,4,12.461685823754788
1664,7,4,1.76241810479832,3.81233293717628,15,118,Bordeaux,4,12.461685823754788
1665,7,4,1.82690032557686,3.78185605231177,16,118,Bordeaux,4,12.461685823754788
1666,7,4,1.89085572823423,3.75028860422819,17,118,Bordeaux,4,12.461685823754788
1667,7,4,1.95426587013041,3.71763969594196,18,118,Bordeaux,4,12.461685823754788
1668,7,4,2.01711246586069,3.68391874232717,19,118,Bordeaux,4,12.461685823754788
1669,7,4,2.07937739252859,3.6491354674006,20,118,Bordeaux,4,12.461685823754788
1670,7,4,2.1410426949719,3.61329990151765,21,118,Bordeaux,4,12.461685823754788
1671,7,4,2.20209059094037,3.57642237847991,22,118,Bordeaux,4,12.461685823754788
1672,7,5,2.20209059094037,3.57642237847991,1,155,Bordeaux,5,14.43295019157088
1673,7,5,2.1410426949719,3.61329990151765,2,155,Bordeaux,5,14.43295019157088
1674,7,5,2.07937739252859,3.6491354674006,3,155,Bordeaux,5,14.43295019157088
1675,7,5,2.01711246586069,3.68391874232717,4,155,Bordeaux,5,14.43295019157088
1676,7,5,1.95426587013041,3.71763969594196,5,155,Bordeaux,5,14.43295019157088
1677,7,5,1.89085572823423,3.75028860422819,6,155,Bordeaux,5,14.43295019157088
1678,7,5,1.82690032557686,3.78185605231177,7,155,Bordeaux,5,14.43295019157088
1679,7,5,1.76241810479832,3.81233293717628,8,155,Bordeaux,5,14.43295019157088
1680,7,5,1.69742766045571,3.84171047028793,9,155,Bordeaux,5,14.43295019157088
1681,7,5,1.63194773366111,3.86998018012992,10,155,Bordeaux,5,14.43295019157088
1682,7,5,1.5659972066773,3.89713391464534,11,155,Bordeaux,5,14.43295019157088
1683,7,5,1.67785415001139,4.17550062283429,12,155,Bordeaux,5,14.43295019157088
1684,7,5,1.74851542892261,4.14640733585348,13,155,Bordeaux,5,14.43295019157088
1685,7,5,1.8186724933454,4.11611836102278,14,155,Bordeaux,5,14.43295019157088
1686,7,5,1.88830511228391,4.08464243268887,15,155,Bordeaux,5,14.43295019157088
1687,7,5,1.9573932059752,4.0519886274769,16,155,Bordeaux,5,14.43295019157088
1688,7,5,2.02591685167953,4.01816636167306,17,155,Bordeaux,5,14.43295019157088
1689,7,5,2.09385628942544,3.98318538850924,18,155,Bordeaux,5,14.43295019157088
1690,7,5,2.16119192770788,3.94705579535054,19,155,Bordeaux,5,14.43295019157088
1691,7,5,2.22790434913778,3.90978800078636,20,155,Bordeaux,5,14.43295019157088
1692,7,5,2.29397431604132,3.87139275162605,21,155,Bordeaux,5,14.43295019157088
1693,7,5,2.35938277600754,3.8318811197999,22,155,Bordeaux,5,14.43295019157088
1694,7,6,2.35938277600754,3.8318811197999,1,192,Bordeaux,6,19.31851851851852
1695,7,6,2.29397431604132,3.87139275162605,2,192,Bordeaux,6,19.31851851851852
1696,7,6,2.22790434913778,3.90978800078636,3,192,Bordeaux,6,19.31851851851852
1697,7,6,2.16119192770788,3.94705579535054,4,192,Bordeaux,6,19.31851851851852
1698,7,6,2.09385628942544,3.98318538850924,5,192,Bordeaux,6,19.31851851851852
